Species_Element_ID,New Code,Present,Scientific Name,Common Name,CC,CW,GRank,COSEWIC,NRANK,SARO,S_RANK,CZ,CZRESTR,ES,CK,LB,MD,EL,OX,HN,BR,NG,HM,7E4,Type,Flowering Season,NatStatus,Invasive,Family,Supplemental CC,Supplemental CW,CW Override,Reason for Override/Suppl. CW Rationalization,Tracked,CCVI,CCVI Confidence,Tallgrass
129086,SANIODO,,Sanicula odorata,Clustered Sanicle,6,0,G5,,N5,,S5,C,,C,X,C,X,X,X,C,?,U,U,R,FO,,N,,Apiaceae,6,0,,,N,,,
129088,SANITRI,,Sanicula trifoliata,Large-fruited Sanicle,7,5,G4,,N4,,S4,U,,U,X,R,X,X,,U,X,R,C,R,FO,,N,,Apiaceae,7,5,,,N,,,
61104,SAPOOFF,,Saponaria officinalis,Bouncing-bet,,3,GNR,,NNA,,SE5,IC,,IC,IX,IX,IX,IC,IX,IC,IX,IC,IC,IU,FO,Sum,I,,Caryophyllaceae,0,3,,,N,,,
75000,SARRPUR,,Sarracenia purpurea,Northern Pitcher Plant,10,-5,G5,,N5,,S5,R,,,,R,R,R,X,H,R,H,R,H,FO,,N,,Sarraceniaceae,10,-5,,,N,,,
1008320,SARRPUP,,Sarracenia purpurea ssp. purpurea,Northern Pitcher Plant,10,-5,G5T5,,N5,,S5,R,,,,R,R,R,X,H,R,H,R,H,FO,,N,,Sarraceniaceae,10,-5,,,N,,,
70002,SASSALB,,Sassafras albidum,Sassafras,6,3,G5,,N4,,S4,C,cz,C,X,X,X,C,X,C,U,C,C,R,TR,,N,,Lauraceae,6,3,,,N,LV,VH,
151138,SATUHOR,,Satureja hortensis,Summer Savory,,5,GNR,,NNA,,SE2,IR,,IR,,IH,,,,,,IR,IR,IR,FO,,I,,Lamiaceae,0,5,,,N,,,
40000,SAURCER,,Saururus cernuus,Lizard's-tail,8,-5,G5,,N3,,S3,R,cz,U,R,R,U,R,X,,,R,R,,FO,Sum,N,,Saururaceae,8,-5,,,Y,,,
79022,SAXIAIZ,,Saxifraga aizoides,Yellow Mountain Saxifrage,,-3,G5,,N5,,S4,,,,,,,,,,,,,,FO,,N,,Saxifragaceae,0,-3,,,N,,,
79024,SAXICER,,Saxifraga cernua,Nodding Saxifrage,,-3,G5,,N5,,SH,,,,,,,,,,,,,,FO,,N,,Saxifragaceae,,-3,,,Y,,,
79026,SAXICES,,Saxifraga cespitosa,Tufted Saxifrage,,0,G5,,N5,,S1S2,,,,,,,,,,,,,,FO,,N,,Saxifragaceae,,0,,,Y,,,
79028,SAXIHIR,,Saxifraga hirculus,Yellow Marsh Saxifrage,,-5,G5,,N4N5,,S4,,,,,,,,,,,,,,FO,,N,,Saxifragaceae,0,-5,,,N,,,
79030,SAXIOPP,,Saxifraga oppositifolia,Purple Mountain Saxifrage,,0,G5,,N5,,S1,,,,,,,,,,,,,,FO,,N,,Saxifragaceae,,0,,,Y,EV,VH,
79032,SAXIOPO,,Saxifraga oppositifolia ssp. oppositifolia,Purple Mountain Saxifrage,,0,G5T5,,N5,,S1,,,,,,,,,,,,,,FO,,N,,Saxifragaceae,,0,,,Y,,,
79034,SAXIPAN,,Saxifraga paniculata,White Mountain Saxifrage,10,0,G5,,N5?,,S4,,,,,,,,,,,,,,FO,,N,,Saxifragaceae,10,0,,,N,HV,Mod,
1010716,SAXIPAL,,Saxifraga paniculata ssp. laestadii,Laestadius' Saxifrage,10,0,G5T5?,,N5?,,S4,,,,,,,,,,,,,,FO,,N,,Saxifragaceae,10,0,,,N,,,
1005241,SAXIRIV,,Saxifraga rivularis,Alpine Brook Saxifrage,,-3,G5,,N4N5,,S1,,,,,,,,,,,,,,FO,,N,,Saxifragaceae,,-3,,,Y,,,
1005259,SAXIRIR,,Saxifraga rivularis ssp. rivularis,Alpine Brook Saxifrage,,-3,G5TNR,,N4,,S1,,,,,,,,,,,,,,FO,,N,,Saxifragaceae,,-3,,,Y,,,
79038,SAXITRI,,Saxifraga tricuspidata,Three-toothed Saxifrage,,5,G5,,N5,,S4,,,,,,,,,,,,,,FO,,N,,Saxifragaceae,0,5,,,P,,,
1256909,SCABOCH,,Scabiosa ochroleuca,Cream Pincushions,,,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Dipsacaceae,0,,,,N,,,
129090,SCANPEC,,Scandix pecten-veneris,Shepherd's Needle,,,GNR,,NNA,,SEH,,,,,,,,,,,,,,FO,,I,,Apiaceae,0,,,,N,,,
1008499,SORBINT,,Scandosorbus intermedia,Swedish Whitebeam,,,GNR,,NNA,,SE1,IR,,,,,,,,,,IR,IR,IR,SH,,I,,Rosaceae,0,,,,N,,,
5006,SCEPDIS,,Sceptridium dissectum,Cut-leaved Grapefern,6,0,G5,,N5,,S4S5,C,,C,X,X,X,C,X,C,X,U,U,R,FE,,N,,Ophioglossaceae,6,0,,,N,,,
5024,SCEPMUL,,Sceptridium multifidum,Leathery Grapefern,6,3,G5,,N5,,S5,R,,H,R,R,R,R,,R,R,R,R,R,FE,,N,,Ophioglossaceae,6,3,,,N,,,
5026,SCEPONE,,Sceptridium oneidense,Blunt-lobed Grapefern,8,5,G4,,N3,,S3?,R,,R,R,,R,R,R,U,R,R,R,H,FE,,N,,Ophioglossaceae,8,5,,,Y,,,
5032,SCEPRUG,,Sceptridium rugulosum,Rugulose Grapefern,6,5,G3,,N2,,S2?,R,cz,R,,,R,,,R,R,,,H,FE,,N,,Ophioglossaceae,6,5,,,Y,,,
19500,SCHEPAL,,Scheuchzeria palustris,Marsh Scheuchzeria,10,-5,G5,,N5,,S5,H,,,,H,H,,,,,,,H,FO,,N,,Scheuchzeriaceae,10,-5,,,N,,,
22562,SCHIPUR,,Schizachne purpurascens,Purple False Melic,6,3,G5,,N5,,S5,U,,,R,R,X,U,X,C,X,R,C,R,GR,,N,,Poaceae,6,3,,,N,,,
1010812,SCHIPUP,,Schizachne purpurascens ssp. purpurascens,Purple False Melic,6,3,G5T5,,N5,,S5,U,,,R,R,X,U,X,C,X,R,C,R,GR,,N,,Poaceae,6,3,,,N,,,
22566,SCHISCO,,Schizachyrium scoparium,Little Bluestem,7,3,G5,,N5,,S4,U,,U,X,X,X,U,X,C,C,R,R,R,GR,Aut,N,,Poaceae,7,3,,,N,,,Y
22800,SCHISCS,,Schizachyrium scoparium var. scoparium,Little Bluestem,7,3,G5T5,,N5,,S4,U,,U,X,X,X,U,X,C,C,R,R,R,GR,Aut,N,,Poaceae,7,3,,,N,,,Y
1264539,SCHOMUC,,Schoenoplectiella mucronata,Bog Bulrush,,-5,GNR,,NNA,,SE1,,,,,,,,,,,,,,SE,,I,,Cyperaceae,0,-5,,,N,,,
23672,SCHOPUR,,Schoenoplectiella purshiana,Weak-stalked Bulrush,9,-5,G4G5,,N2,,S1?,R,,R,,,,,,,,H,,,SE,,N,,Cyperaceae,9,-5,,,Y,,,
1008236,SCHOPUP,,Schoenoplectiella purshiana var. purshiana,Weak-stalked Bulrush,9,-5,G4G5T4T5,,N1N2,,S1?,,,,,,,,,,,,,,SE,,N,,Cyperaceae,9,-5,,,Y,,,
1264050,SCHOPUW,,Schoenoplectiella purshiana var. williamsii,Williams' Bulrush,9,-5,G4G5TNR,,NNR,,SH,,,,,,,,,,,,,,SE,,N,,Cyperaceae,9,-5,,,Y,,,
23678,SCHOSMI,,Schoenoplectiella smithii,Smith's Bulrush,9,-5,G5?,,N3,,S2S3,R,,R,R,R,R,,,R,,R,,H,SE,,N,,Cyperaceae,9,-5,,,Y,,,
1007444,SCHOSMS,,Schoenoplectiella smithii var. setosa,Smith's Bulrush,9,-5,G5?TNR,,NNR,,S1S3,,,,,,,,,,,,,,SE,,N,,Cyperaceae,9,-5,,,Y,,,
1007445,SCHOSMM,,Schoenoplectiella smithii var. smithii,Smith's Bulrush,9,-5,G5?TNR,,NNR,,S1S3,,,,,,,,,,,,,,SE,,N,,Cyperaceae,9,-5,,,Y,,,
17096,SCHOACU,,Schoenoplectus acutus,Hard-stemmed Bulush,5,-5,G5,,N5,,S5,R,,R,R,X,R,R,X,U,X,R,R,R,SE,,N,,Cyperaceae,5,-5,,,N,,,
1004688,SCHOACA,,Schoenoplectus acutus var. acutus,Hard-stemmed Bulrush,5,-5,G5T5,,N5,,S5,R,,R,R,X,R,R,X,U,X,R,R,R,SE,,N,,Cyperaceae,5,-5,,,N,,,
23660,SCHOHET,,Schoenoplectus heterochaetus,Slender Bulrush,10,-5,G5,,N3,,S3?,,,,,,,,,,,,,,SE,,N,,Cyperaceae,10,-5,,,Y,,,
23670,SCHOPUN,,Schoenoplectus pungens,Common Three-square Bulrush,6,-5,G5,,N5,,S5,U,,U,X,X,U,R,X,C,C,R,R,U,SE,,N,,Cyperaceae,6,-5,,,N,,,
1011092,SCHOPUL,,Schoenoplectus pungens var. longispicatus,Long-awned Three-square Bulrush,6,-5,G5T5,,N5,,SU,,,,,,,,,,,,,,SE,,N,,Cyperaceae,6,-5,,,N,,,
1011089,SCHOPUU,,Schoenoplectus pungens var. pungens,Common Three-square Bulrush,6,-5,G5T5,,N5,,SU,,,,,,,,,,,,,,SE,,N,,Cyperaceae,6,-5,,,N,,,
23680,SCHOSUB,,Schoenoplectus subterminalis,Water Bulrush,10,-5,G5,,N5,,S4S5,R,,R,,R,,,,R,,,,,SE,,N,,Cyperaceae,10,-5,,,N,,,
23686,SCHOTAB,,Schoenoplectus tabernaemontani,Soft-stemmed Bulrush,5,-5,G5,,N5,,S5,C,,U,X,X,C,U,X,C,X,C,C,C,SE,,N,,Cyperaceae,5,-5,,,N,,,
23682,SCHOTOR,,Schoenoplectus torreyi,Torrey's Bulrush,10,-5,G5?,,N4N5,,S4,R,,,,R,,,,,,,,,SE,,N,,Cyperaceae,10,-5,,,N,,,
23001,SCHOX O,,Schoenoplectus x oblongus,(Schoenoplectus acutus X Schoenoplectus heterochaetus),,-5,GNA,,NNA,,SNA,,,,,,,,,,,,,,SE,,N,,Cyperaceae,0,-5,,,N,,,
1009768,SCILFOR,,Scilla forbesii,Forbes' Squill,,5,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Liliaceae,0,5,,,N,,,
1009765,SCILLUC,,Scilla luciliae,Lucile's Squill,,0,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Liliaceae,0,0,,,N,,,
200199,SCIRATR,,Scirpus atrocinctus,Black-girdled Bulrush,5,-5,G5,,N5,,S5,R,,,,,,R,,,,,,,SE,,N,,Cyperaceae,5,-5,,,N,,,
23644,SCIRATO,,Scirpus atrovirens,Dark-green Bulrush,3,-5,G5,,N5,,S5,C,,C,X,X,C,C,X,C,C,C,C,C,SE,Sum,N,,Cyperaceae,3,-5,,,N,,,
23650,SCIRCYP,,Scirpus cyperinus,Common Woolly Bulrush,4,-5,G5,,N5,,S5,C,,R,X,X,C,C,X,C,C,C,C,C,SE,,N,,Cyperaceae,4,-5,,,N,,,
23652,SCIREXP,,Scirpus expansus,Woodland Bulrush,9,-5,G4,,N1,,S1,R,CZ,,,R,,,,,,,,,SE,,N,,Cyperaceae,9,-5,,,Y,,,
23656,SCIRGEO,,Scirpus georgianus,Georgia Bulrush,6,-5,G5,,N1N2,,S1?,R,cz,,,R,,,,,,,,,SE,,N,,Cyperaceae,6,-5,,,Y,,,
23658,SCIRHAT,,Scirpus hattorianus,Mosquito Bulrush,6,-3,G5,,N5,,S4,R,,R,,R,R,R,,R,,R,,R,SE,,N,,Cyperaceae,6,-3,,,N,,,
23664,SCIRMIC,,Scirpus microcarpus,Red-tinged Bulrush,4,-5,G5,,N5,,S5,U,,,R,,R,U,X,U,X,R,R,U,SE,,N,,Cyperaceae,4,-5,,,N,,,
1005123,SCIRPAL,,Scirpus pallidus,Pale Bulrush,,-5,G5,,N4,,SU,,,,,,,,,,,,,,SE,,N,,Cyperaceae,,-5,,,N,,,
23666,SCIRPED,,Scirpus pedicellatus,Stalked Bulrush,8,-5,G4,,N4,,SU,R,,,,,R,,,,,,,,SE,,N,,Cyperaceae,8,-5,,,N,,,
23668,SCIRPEN,,Scirpus pendulus,Hanging Bulrush,3,-5,G5,,N5,,S5,C,,C,R,X,C,C,X,C,C,U,C,R,SE,,N,,Cyperaceae,3,-5,,,N,,,
61106,SCLEANN,,Scleranthus annuus,Annual Knawel,,3,GNR,,NNA,,SE5,IR,,IR,IX,IX,IX,IR,IX,IR,IX,IR,,IX,FO,,I,,Caryophyllaceae,0,3,,,N,,,
1007446,SCLEANA,,Scleranthus annuus ssp. annuus,Annual Knawel,,3,GNRTNR,,NNA,,SE5,IR,,IR,IX,IX,IX,IR,IX,IR,IX,IR,,IX,FO,,I,,Caryophyllaceae,0,3,,,N,,,
23690,SCLEPAU,,Scleria pauciflora,Few-flowered Nutrush,10,3,G5,,N1,,S1,R,CZ,R,,?,,,,,,,,,SE,,N,,Cyperaceae,10,3,,,Y,,,Y
1004691,SCLEPAP,,Scleria pauciflora var. pauciflora,Few-flowered Nutrush,10,3,G5T5?,,N1,,S1,R,CZ,R,,?,,,,,,,,,SE,,N,,Cyperaceae,10,3,,,Y,,,Y
23692,SCLETRI,,Scleria triglomerata,Whip Nutrush,10,0,G5,,N1,,S1,R,CZ,R,,R,H,,,,,,,H,SE,,N,,Cyperaceae,10,0,,,Y,,,Y
23694,SCLEVER,,Scleria verticillata,Low Nutrush,10,-5,G5,,N3,,S3,R,cz,,,R,,R,,R,R,,,R,SE,,N,,Cyperaceae,10,-5,,,Y,MV,High,Y
22850,SCLEDUR,,Sclerochloa dura,Common Hardgrass,,5,GNR,,NNA,,SE1,IR,,,IR,IR,,,,,,,,,GR,,I,,Poaceae,0,5,,,N,,,
168582,SCORAUT,,Scorzoneroides autumnalis,Autumn Hawkbit,,3,GNR,,NNA,,SE5,IX,,IR,,IX,IR,IR,,IR,,IU,,IX,FO,,I,,Asteraceae,0,3,,,N,,,
153140,SCROLAN,,Scrophularia lanceolata,Lance-leaved Figwort,7,3,G5,,N4N5,,S4,R,,R,,R,R,R,X,,R,R,,,FO,,N,,Scrophulariaceae,7,3,,,N,,,
153142,SCROMAR,,Scrophularia marilandica,Carpenter's Figwort,7,3,G5,,N4,,S4,R,cz,U,R,R,X,R,X,U,R,R,C,R,FO,,N,,Scrophulariaceae,7,3,,,N,,,
151140,SCUTGAL,,Scutellaria galericulata,Marsh Skullcap,6,-5,G5,,N5,,S5,C,,C,X,X,X,X,X,C,C,U,C,R,FO,,N,,Lamiaceae,6,-5,,,N,,,
1010460,SCUTGAP,,Scutellaria galericulata var. pubescens,Marsh Skullcap,6,-5,G5T5,,N5,,S5,C,,C,X,X,X,X,X,C,C,U,C,R,FO,,N,,Lamiaceae,6,-5,,,N,,,
151142,SCUTLAT,,Scutellaria lateriflora,Mad-dog Skullcap,5,-5,G5,,N5,,S5,C,,C,X,X,X,X,X,C,C,C,C,R,FO,Sum,N,,Lamiaceae,5,-5,,,N,,,
151144,SCUTNER,,Scutellaria nervosa,Veined Skullcap,10,0,G5,,N1,,S1,R,CZ,R,,,,,,,,,,,FO,,N,,Lamiaceae,10,0,,,Y,,,
151146,SCUTPAR,,Scutellaria parvula,Small Skullcap,9,3,G4,,N4,,S4,,,,,,,,,,,,,,FO,,N,,Lamiaceae,9,3,,,P,,,Y
151148,SCUTPAM,,Scutellaria parvula var. missouriensis,Leonard's Small Skullcap,9,3,G4T4,,N3,,S3,R,,,,,R,,,,,,,,FO,,N,,Lamiaceae,9,3,,,Y,,,
151204,SCUTPAP,,Scutellaria parvula var. parvula,Small Skullcap,9,3,G4T4,,NNR,,S4,R,,R,,R,R,R,,R,,R,,H,FO,,N,,Lamiaceae,9,3,,,N,,,Y
22568,SECACER,,Secale cereale,Cultivated Rye,,5,GNR,,NNA,,SE3,IX,,IR,,IX,IX,IR,IX,IC,IX,IR,IR,IR,GR,,I,,Poaceae,0,5,,,N,,,
78008,SEDUALB,,Sedum album,White Stonecrop,,5,GNR,,NNA,,SE1,IR,,,,,,,,,,IR,,IR,FO,,I,,Crassulaceae,0,5,,,N,,,
78010,SEDUHIS,,Sedum hispanicum,Spanish Stonecrop,,5,GNR,,NNA,,SE1,IR,,,,,IR,,,,,,,IR,FO,,I,,Crassulaceae,0,5,,,N,,,
78018,SEDUSAR,,Sedum sarmentosum,Stringy Stonecrop,,5,GNR,,NNA,,SE1,IR,,IR,,,IR,,,IR,,IR,IX,IR,FO,,I,,Crassulaceae,0,5,,,N,,,
78020,SEDUSEX,,Sedum sexangulare,Hexagon Stonecrop,,5,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Crassulaceae,0,5,,,N,,,
78030,SEDUTER,,Sedum ternatum,Woodland Stonecrop,,5,G5,,NNA,,SE1,IR,,,IR,,,,,,,IR,,,FO,,I,,Crassulaceae,0,5,,,N,,,
1010895,SEDUTHA,,Sedum thartii,'t Hart's Stonecrop,,5,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Crassulaceae,0,5,,,N,,,
3002,SELADEN,,Selaginella densa,Prairie Spikemoss,,5,G5,,N5,,S4,,,,,,,,,,,,,,FE,,N,,Selaginellaceae,0,5,,,N,,,
3008,SELAECL,,Selaginella eclipes,Hidden Spikemoss,7,-3,G4,,N4,,S4,R,,R,R,R,X,R,,U,U,R,R,R,FE,,N,,Selaginellaceae,7,-3,,,N,,,
3004,SELARUP,,Selaginella rupestris,Rock Spikemoss,8,5,G5,,N5,,S5,R,,,,,R,,R,R,R,,,,FE,,N,,Selaginellaceae,8,5,,,N,,,
3006,SELASEL,,Selaginella selaginoides,Low Spikemoss,10,-3,G5,,N5,,S4,,,,,,,,,,,,,,FE,,N,,Selaginellaceae,10,-3,,,N,,,
78032,SEMPTEC,,Sempervivum tectorum,Hen-and-chickens,,,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Crassulaceae,0,,,,N,,,
168678,SENEERE,,Senecio eremophilus,Dryland Ragwort,,3,G5,,N5,,S2,,,,,,,,,,,,,,FO,,N,,Asteraceae,,3,,,Y,,,
1004694,SENEERR,,Senecio eremophilus var. eremophilus,Dryland Ragwort,,3,G5T5,,N5,,S2,,,,,,,,,,,,,,FO,,N,,Asteraceae,,3,,,Y,,,
168692,SENEVIS,,Senecio viscosus,Sticky Ragwort,,5,GNR,,NNA,,SE3,IR,,IR,,,IR,,,,,IR,IR,IX,FO,,I,,Asteraceae,0,5,,,N,,,
168694,SENEVUL,,Senecio vulgaris,Common Ragwort,,5,GNR,,NNA,,SE5,IX,,IR,IX,IX,IX,IX,IX,IC,,IU,IC,IR,FO,,I,,Asteraceae,0,5,,,N,,,
83042,SENNHEB,,Senna hebecarpa,Wild Senna,5,-3,G5,,N1,,S1,R,CZ,R,R,R,,,,,,H,,,FO,Sum,N,,Fabaceae,5,-3,,,Y,,,
83216,SESBHER,,Sesbania herbacea,Bigpod Sesbania,,-3,G5?,,NNA,,SEH,IH,,,,IH,,,,,,,,,FO,,I,,Fabaceae,0,-3,,,N,,,
22570,SETAFAB,,Setaria faberi,Giant Foxtail,,3,GNR,,NNA,,SE4,IC,,IC,IX,IX,IC,IC,IX,IC,IX,IU,IX,IX,GR,,I,,Poaceae,0,3,,,N,,,
22572,SETAITA,,Setaria italica,Italian Foxtail,,3,GNR,,NNA,,SE1,IX,,,,IH,IH,,IX,,IX,IH,,,GR,,I,,Poaceae,0,3,,,N,,,
22574,SETAPUM,,Setaria pumila,Yellow Foxtail,,0,GNR,,NNA,,SE5,IC,,IC,IX,IX,IX,IC,IX,IC,IX,IC,IX,IX,GR,,I,,Poaceae,0,0,,,N,,,
1005129,SETAPUP,,Setaria pumila ssp. pumila,Yellow Foxtail,,0,G--TNR,,NNA,,SE5,IC,,IC,IX,IX,IX,IC,IX,IC,IX,IC,IX,IX,GR,,I,,Poaceae,0,0,,,N,,,
22576,SETAVER,,Setaria verticillata,Bristly Foxtail,,3,GNR,,NNA,,SE4,IX,,IR,IX,IR,IX,IR,,,IX,,IX,IX,GR,,I,,Poaceae,0,3,,,N,,,
22806,SETAVET,,Setaria verticilliformis,Barbed Foxtail,,3,GNR,,NNA,,SEH,IH,,IH,,,,,,,,,,,GR,,I,,Poaceae,0,3,,,N,,,
22578,SETAVIR,,Setaria viridis,Green Foxtail,,5,GNR,,NNA,,SE5,IC,,IC,IX,IX,IX,IC,IX,IC,IX,IC,IX,IX,GR,,I,,Poaceae,0,5,,,N,,,
22808,SETAVIV,,Setaria viridis var. viridis,Green Foxtail,,5,GNRTNR,,NNA,,SE5,IC,,IC,IX,IX,IX,IC,IX,IC,IX,IC,IX,IX,GR,,I,,Poaceae,0,5,,,N,,,
1011120,SHEPARG,,Shepherdia argentea,Silver Buffaloberry,,3,G5,,N4,,SE1,,,,,,,,,,,,,,SH,,I,,Elaeagnaceae,0,3,,,N,,,
120006,SHEPCAN,,Shepherdia canadensis,Soapberry,7,5,G5,,N5,,S5,R,,R,R,R,R,C,,R,R,R,R,R,SH,,N,,Elaeagnaceae,7,5,,,N,,,
161054,SHERARV,,Sherardia arvensis,Blue Field Madder,,5,GNR,,NNA,,SE2,IR,,IR,,IH,IR,,,,,,,IR,FO,,I,,Rubiaceae,0,5,,,N,,,
82252,SIBBTRI,,Sibbaldia tridentata,Three-toothed Cinquefoil,10,3,G5,,N5,,S5,,,,,,,,,,,,,,SH,Spr-Sum,N,,Rosaceae,10,3,,,N,,,
166010,SICYANG,,Sicyos angulatus,One-seed Burr Cucumber,2,-3,G5,,N4N5,,S4S5,U,,U,R,R,X,X,,U,U,R,U,R,VI,Sum,N,,Cucurbitaceae,2,-3,,,N,,,
109038,SIDASPI,,Sida spinosa,Prickly Mallow,,3,G5?,,NNA,,SE2,IR,,IR,,IR,,,,IR,,,,,FO,,I,,Malvaceae,0,3,,,N,,,
194330,SILEACA,,Silene acaulis,Moss Campion,,5,G5,,N5,,S1,,,,,,,,,,,,,,FO,,N,,Caryophyllaceae,,5,,,Y,EV,VH,
61110,SILEANT,,Silene antirrhina,Sleepy Catchfly,3,5,G5,,N5,,S5,R,,R,X,X,R,R,X,U,,R,R,R,FO,,N,,Caryophyllaceae,3,5,,,N,,,Y
61062,SILECHA,,Silene chalcedonica,Maltese-cross Campion,,5,GNR,,NNA,,SE1,IR,,,,,,,,,,,,IR,FO,,I,,Caryophyllaceae,0,5,,,N,,,
61064,SILECOR,,Silene coronaria,Rose Campion,,5,GNR,,NNA,,SE3,IR,,,,IR,,,,,,IR,IR,IR,FO,,I,,Caryophyllaceae,0,5,,,N,,,
61116,SILECSE,,Silene csereii,Biennial Campion,,5,GNR,,NNA,,SE4,IR,,,,,,IR,,,,IR,IR,IR,FO,,I,,Caryophyllaceae,0,5,,,N,,,
61118,SILEDIC,,Silene dichotoma,Forked Catchfly,,5,GNR,,NNA,,SE1,IH,,,,,IH,,IH,,,,,,FO,,I,,Caryophyllaceae,0,5,,,N,,,
1007447,SILEDID,,Silene dichotoma ssp. dichotoma,Forked Catchfly,,5,GNRTNR,,NNA,,SE1,IH,,,,,IH,,IH,,,,,,FO,,I,,Caryophyllaceae,0,5,,,N,,,
1005135,SILEDIO,,Silene dioica,Red Catchfly,,5,GNR,,NNA,,SE1,IR,,,,,,,,,,IR,IR,,FO,Sum,I,,Caryophyllaceae,0,5,,,N,,,
17254,SILEDRU,,Silene drummondii,Drummond's Catchfly,,5,G5,,N4N5,,S1,,,,,,,,,,,,,,FO,,N,,Caryophyllaceae,,5,,,Y,,,Y
1008326,SILEDRD,,Silene drummondii ssp. drummondii,Prairie Drummond's Catchfly,,5,G5T5,,NNR,,S1,,,,,,,,,,,,,,FO,,N,,Caryophyllaceae,,5,,,Y,,,Y
1007294,SILEFLO,,Silene flos-cuculi,Ragged-robin,,3,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Caryophyllaceae,0,3,,,N,,,
1009677,SILEFLF,,Silene flos-cuculi ssp. flos-cuculi,Ragged-robin,,3,GNRTNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Caryophyllaceae,0,3,,,N,,,
61120,SILEGAL,,Silene gallica,Small-flowered Catchfly,,,GNR,,NNA,,SE1,,,,,,,,,,,,,,FO,,I,,Caryophyllaceae,0,,,,N,,,
61122,SILEINV,,Silene involucrata,Arctic Catchfly,,0,G5,,N4N5,,S1S2,,,,,,,,,,,,,,FO,,N,,Caryophyllaceae,,0,,,Y,,,
17314,SILEINI,,Silene involucrata ssp. involucrata,Arctic Catchfly,,0,G5T5,,NNR,,S1?,,,,,,,,,,,,,,FO,,N,,Caryophyllaceae,,0,,,Y,,,
61132,SILEINT,,Silene involucrata ssp. tenella,Taylor's Arctic Catchfly,,0,G5TNR,,NNR,,S1S2,,,,,,,,,,,,,,FO,,N,,Caryophyllaceae,,0,,,Y,,,
61124,SILELAT,,Silene latifolia,White Campion,,5,GNR,,NNA,,SE5,IX,,IU,IX,IX,IX,IX,IX,IC,,IR,IX,IR,FO,Sum,I,,Caryophyllaceae,0,5,,,N,,,
61128,SILENOC,,Silene noctiflora,Night-flowering Catchfly,,5,GNR,,NNA,,SE5,IX,,IR,IX,IX,IX,IX,IX,IU,IX,IR,IX,IR,FO,Sum,I,,Caryophyllaceae,0,5,,,N,,,
61130,SILESTE,,Silene stellata,Starry Catchfly,,5,G5,,NNA,,SEH,,,,,,,,,,,,,,FO,,I,,Caryophyllaceae,0,5,,,N,,,
61134,SILEURA,,Silene uralensis,Nodding Catchfly,,0,G4G5,,NNR,,SH,,,,,,,,,,,,,,FO,,N,,Caryophyllaceae,,0,,,Y,,,
1005152,SILEURO,,Silene uralensis ssp. ogilviensis,Ogilvie Mountains Catchfly,,0,G4G5T2,,N2,,SH,,,,,,,,,,,,,,FO,,N,,Caryophyllaceae,,0,,,Y,,,
61136,SILEURU,,Silene uralensis ssp. uralensis,Nodding Catchfly,,0,G4G5T4T5,,NNR,,SH,,,,,,,,,,,,,,FO,,N,,Caryophyllaceae,,0,,,Y,,,
61142,SILEVUL,,Silene vulgaris,Bladder Campion,,5,GNR,,NNA,,SE5,IC,,IU,IX,IX,IX,IX,IX,IC,IX,IC,IC,IR,FO,Sum,I,,Caryophyllaceae,0,5,,,N,,,
1005156,SILEX H,,Silene x hampeana,(Silene dioica X Silene latifolia),,5,GNA,,NNA,,SNA,,,,,,,,,,,,,,FO,,I,,Caryophyllaceae,0,5,,,N,,,
168696,SILPINT,,Silphium integrifolium,Whole-leaved Rosinweed,,5,G5,,NNA,,SE1,IR,,,,IH,,,,,,,,IR,FO,,I,,Asteraceae,0,5,,,N,,,
1010325,SILPINL,,Silphium integrifolium var. laeve,Whole-leaved Rosinweed,,5,G5T4?,,NNA,,SEH,IR,,,,IH,,,,,,,,IR,FO,,I,,Asteraceae,0,5,,,N,,,
168698,SILPLAC,,Silphium laciniatum,Compass Plant,3,5,G5,,N1,,S1,R,CZ,IR,R,,,R,,,,IR,,IR,FO,Sum,N,,Asteraceae,3,5,,,Y,,,Y
168702,SILPPER,,Silphium perfoliatum,Cup Plant,9,-3,G5,,N2,,S2,R,CZ,H,R,,R,R,,,,IR,,IR,FO,,N,,Asteraceae,9,-3,,,Y,,,
168704,SILPPEP,,Silphium perfoliatum var. perfoliatum,Cup Plant,9,-3,G5T5?,,N2,,S2,R,CZ,H,R,,R,R,,,,IR,,IR,FO,,N,,Asteraceae,9,-3,,,Y,,,
168706,SILPTER,,Silphium terebinthinaceum,Prairie Rosinweed,10,0,G4G5,,N1,,S1,R,CZ,R,,R,,,,IR,IR,,,,FO,Sum,N,,Asteraceae,10,0,,,Y,,,Y
168708,SILPTET,,Silphium terebinthinaceum var. terebinthinaceum,Prairie Rosinweed,10,0,G4G5T4T5,,N1,,S1,R,CZ,R,,R,,,,IR,IR,,,,FO,Sum,N,,Asteraceae,10,0,,,Y,,,Y
